sku,repricer_name
"FLEA 352135417507","DS"
"FLEA 352148027497","DS"
"FLEA 352154386901","DS"
"FLEA 352163818577","DS"
"FLEA 352183962811","DS"
"FLEA 352186150658","DS"
"FLEA 352194035669","DS"
"FLEA 352204008626","DS"
"FLEA 352209217178","DS"
"FLEA 352236482689","DS"
"FLEA 352236483081","DS"
"FLEA 352236483293","DS"
"FLEA 352236483597","DS"
"FLEA 352238334106","DS"
"FLEA 352240437992","DS"
"FLEA 352249732265","DS"
"FLEA 352262093017","DS"
"FLEA 352264875157","DS"
"FLEA 352264878306","DS"
"FLEA 352282075503","DS"
"FLEA 352284670567","DS"
"FLEA 352290415536","DS"
"FLEA 352297023834","DS"
"FLEA 352303110933","DS"
"FLEA 352314160132","DS"
"FLEA 352317478892","DS"
"FLEA 352322589289","DS"
"FLEA 352323365735","DS"
"FLEA 352324243513","DS"
"FLEA 352340733357","DS"
"FLEA 352341435840","DS"
"FLEA 352351821247","DS"
"FLEA 352353252754","DS"
"FLEA 352355050066","DS"
"FLEA 352359713074","DS"
"FLEA 352363847566","DS"
"FLEA 352368462032","DS"
"FLEA 352371225096","DS"
"FLEA 352371565572","DS"
"FLEA 352372021546","DS"
"FLEA 352384634244","DS"
"FLEA 352387282613","DS"
"FLEA 352394648343","DS"
"FLEA 352394882549","DS"
"FLEA 352394882583","DS"
"FLEA 352394882599","DS"
"FLEA 352394883070","DS"
"FLEA 352394886772","DS"
"FLEA 352394887213","DS"
"FLEA 352394887376","DS"
"FLEA 352394887470","DS"
"FLEA 352394893059","DS"
"FLEA 352394893457","DS"
"FLEA 352394893487","DS"
"FLEA 352394893552","DS"
"FLEA 352394893714","DS"
"FLEA 352394898677","DS"
"FLEA 352394898748","DS"
"FLEA 352394898779","DS"
"FLEA 352394898917","DS"
"FLEA 352395136504","DS"
"FLEA 352395136530","DS"
"FLEA 352395136532","DS"
"FLEA 352402967271","DS"
"FLEA 352407112240","DS"
"FLEA 352407393150","DS"
"FLEA 352408573623","DS"
"FLEA 352409861833","DS"
"FLEA 352410730082","DS"
"FLEA 352412231866","DS"
"FLEA 352412443072","DS"
"FLEA 352414394107","DS"
"FLEA 352416130158","DS"
"FLEA 352417541718","DS"
"FLEA 352418639622","DS"
"FLEA 352418646801","DS"
"FLEA 352418647219","DS"
"FLEA 352419026439","DS"
"FLEA 352419041584","DS"
"FLEA 352419042438","DS"
"FLEA 352419887448","DS"
"FLEA 352420350060","DS"
"FLEA 352420805136","DS"
"FLEA 352422003945","DS"
"FLEA 352422373411","DS"
"FLEA 352425550810","DS"
"FLEA 352440353567","DS"
"FLEA 352440974281","DS"
"FLEA 352444129056","DS"
"FLEA 352446273009","DS"
"FLEA 352451809111","DS"
"FLEA 352452040749","DS"
"FLEA 352453055414","DS"
"FLEA 352453460927","DS"
"FLEA 352456915936","DS"
"FLEA 352457996608","DS"
"FLEA 352464052023","DS"
"FLEA 352464052057","DS"
"FLEA 352464052224","DS"
"FLEA 352464052295","DS"
"FLEA 352465632529","DS"
"FLEA 352466769609","DS"
"FLEA 352468416751","DS"
"FLEA 352468416925","DS"
"FLEA 352469352646","DS"
"FLEA 352469352882","DS"
"FLEA 352470229904","DS"
"FLEA 352470250004","DS"
"FLEA 352470250421","DS"
"FLEA 352470252092","DS"
"FLEA 352470252311","DS"
"FLEA 352470252354","DS"
"FLEA 352470252814","DS"
"FLEA 352470958258","DS"
"FLEA 352470958630","DS"
"FLEA 352470961497","DS"
"FLEA 352473611239","DS"
"FLEA 352474102076","DS"
"FLEA 352474110016","DS"
"FLEA 352476094548","DS"
"FLEA 352476098421","DS"
"FLEA 352476098719","DS"
"FLEA 352476098753","DS"
"FLEA 352476098820","DS"
"FLEA 352476098835","DS"
"FLEA 352476098876","DS"
"FLEA 352476769266","DS"
"FLEA 352476821278","DS"
"FLEA 352477479325","DS"
"FLEA 352478270138","DS"
"FLEA 352478270144","DS"
"FLEA 352478270151","DS"
"FLEA 352478271190","DS"
"FLEA 352478936562","DS"
"FLEA 352478936644","DS"
"FLEA 352479643228","DS"
"FLEA 352479831382","DS"
"FLEA 352479831461","DS"
"FLEA 352480694694","DS"
"FLEA 352481369752","DS"
"FLEA 352481370889","DS"
"FLEA 352481790884","DS"
"FLEA 352482191573","DS"
"FLEA 352486277903","DS"
"FLEA 352486277927","DS"
"FLEA 352486292542","DS"
"FLEA 352486574570","DS"
"FLEA 352487107444","DS"
"FLEA 352488223244","DS"
"FLEA 352488223759","DS"
"FLEA 352489241162","DS"
"FLEA 352489241626","DS"
"FLEA 352490231945","DS"
"FLEA 352490233355","DS"
"FLEA 352492188310","DS"
"FLEA 352493112362","DS"
"FLEA 352494176377","DS"
"FLEA 352494176673","DS"
"FLEA 352495256141","DS"
"FLEA 352496421436","DS"
"FLEA 352496600954","DS"
"FLEA 352499697776","DS"
"FLEA 352500754423","DS"
"FLEA 352502108615","DS"
"FLEA 352505139289","DS"
"FLEA 352505976893","DS"
"FLEA 352505977002","DS"
"FLEA 352506689528","DS"
"FLEA 352506689887","DS"
"FLEA 352507035103","DS"
"FLEA 352507409887","DS"
"FLEA 352507410083","DS"
"FLEA 352509185244","DS"
"FLEA 352509185262","DS"
"FLEA 352509185296","DS"
"FLEA 352509607768","DS"
"FLEA 352510009787","DS"
"FLEA 352510009874","DS"
"FLEA 352512134412","DS"
"FLEA 352512799770","DS"
"FLEA 352512800083","DS"
"FLEA 352514576178","DS"
"FLEA 352515697846","DS"
"FLEA 352515698260","DS"
"FLEA 352518741528","DS"
"FLEA 352518742851","DS"
"FLEA 352519642525","DS"
"FLEA 352521727148","DS"
"FLEA 352521727585","DS"
"FLEA 352521727653","DS"
"FLEA 352521727769","DS"
"FLEA 352521727770","DS"
"FLEA 352525125285","DS"
"FLEA 352529722483","DS"
"FLEA 352535788472","DS"
"FLEA 352536352187","DS"
"FLEA 352536352189","DS"
"FLEA 352537061437","DS"
"FLEA 352538380806","DS"
"FLEA 352550579008","DS"
"FLEA 352552536773","DS"
"FLEA 352552536780","DS"
"FLEA 352554449139","DS"
"FLEA 352559367249","DS"
"FLEA 352559420536","DS"
"FLEA 352559424894","DS"
"FLEA 352559425163","DS"
"FLEA 352559433136","DS"
"FLEA 352559433201","DS"
"FLEA 352559434233","DS"
"FLEA 352559434371","DS"
"FLEA 352559441506","DS"
"FLEA 352559441724","DS"
"FLEA 352559441787","DS"
"FLEA 352559441984","DS"
"FLEA 352559623299","DS"
"FLEA 352561137807","DS"
"FLEA 352563626750","DS"
"FLEA 352563627411","DS"
"FLEA 352564263782","DS"
"FLEA 352564263787","DS"
"FLEA 352566783038","DS"
"FLEA 352571950758","DS"
"FLEA 352576801905","DS"
"FLEA 352599319450","DS"
"FLEA 352604072061","DS"
"FLEA 352604986570","DS"
"FLEA 352606158353","DS"
"FLEA 352608261453","DS"
"FLEA 352618300552","DS"
"FLEA 352618300563","DS"
"FLEA 352622229293","DS"
"FLEA 352622229302","DS"
"FLEA 352622442775","DS"
"FLEA 352627133653","DS"
"FLEA 352628404289","DS"
"FLEA 352631983776","DS"
"FLEA 352631983836","DS"
"FLEA 352633943367","DS"
"FLEA 352634823970","DS"
"FLEA 352634824107","DS"
"FLEA 352634824141","DS"
"FLEA 352635659623","DS"
"FLEA 352639739925","DS"
"FLEA 352643241813","DS"
"FLEA 352648939026","DS"
"FLEA 352652848357","DS"
"FLEA 352653906284","DS"
"FLEA 352653906381","DS"
"FLEA 352655106482","DS"
"FLEA 352658123773","DS"
"FLEA 352664212030","DS"
"FLEA 352667644281","DS"
"FLEA 352673985887","DS"
"FLEA 352676681102","DS"
"FLEA 352676681115","DS"
"FLEA 352686433965","DS"
"FLEA 352690908324","DS"
"FLEA 352691086857","DS"
"FLEA 352691086860","DS"
"FLEA 352694091056","DS"
"FLEA 352694091298","DS"
"FLEA 352695908944","DS"
"FLEA 352696661446","DS"
"FLEA 352699302912","DS"
"FLEA 352699702960","DS"
"FLEA 352699703021","DS"
"FLEA 352699703029","DS"
"FLEA 352699703116","DS"
"FLEA 352699703134","DS"
"FLEA 352699703291","DS"
"FLEA 352700115661","DS"
"FLEA 352700616651","DS"
"FLEA 352700616693","DS"
"FLEA 352700617078","DS"
"FLEA 352700617301","DS"
"FLEA 352700617483","DS"
"FLEA 352700617722","DS"
"FLEA 352700619251","DS"
"FLEA 352700982686","DS"
"FLEA 352700982716","DS"
"FLEA 352701450477","DS"
"FLEA 352701450508","DS"
"FLEA 352701450614","DS"
"FLEA 352701451010","DS"
"FLEA 352701451842","DS"
"FLEA 352701452041","DS"
"FLEA 352702516631","DS"
"FLEA 352702516723","DS"
"FLEA 352702516791","DS"
"FLEA 352702516795","DS"
"FLEA 352702516875","DS"
"FLEA 352702519060","DS"
"FLEA 352703431023","DS"
"FLEA 352703431357","DS"
"FLEA 352703431907","DS"
"FLEA 352703432468","DS"
"FLEA 352703786162","DS"
"FLEA 352704437584","DS"
"FLEA 352704437640","DS"
"FLEA 352704437801","DS"
"FLEA 352704437923","DS"
"FLEA 352704437949","DS"
"FLEA 352704649372","DS"
"FLEA 352705041356","DS"
"FLEA 352705861851","DS"
"FLEA 352705864834","DS"
"FLEA 352705865126","DS"
"FLEA 352706757113","DS"
"FLEA 352706757196","DS"
"FLEA 352706757741","DS"
"FLEA 352706757758","DS"
"FLEA 352706759109","DS"
"FLEA 352706759321","DS"
"FLEA 352708007095","DS"
"FLEA 352708007472","DS"
"FLEA 352708008208","DS"
"FLEA 352708008412","DS"
"FLEA 352708010914","DS"
"FLEA 352708809326","DS"
"FLEA 352708809397","DS"
"FLEA 352708809499","DS"
"FLEA 352708809856","DS"
"FLEA 352708810081","DS"
"FLEA 352708810096","DS"
"FLEA 352708810225","DS"
"FLEA 352708810363","DS"
"FLEA 352708812155","DS"
"FLEA 352708812382","DS"
"FLEA 352708813071","DS"
"FLEA 352709287070","DS"
"FLEA 352709794081","DS"
"FLEA 352709794242","DS"
"FLEA 352709795032","DS"
"FLEA 352709795933","DS"
"FLEA 352709796879","DS"
"FLEA 352709892043","DS"
"FLEA 352709929790","DS"
"FLEA 352709929801","DS"
"FLEA 352709930110","DS"
"FLEA 352709930236","DS"
"FLEA 352709930272","DS"
"FLEA 352709930480","DS"
"FLEA 352709934318","DS"
"FLEA 352709934375","DS"
"FLEA 352709934417","DS"
"FLEA 352709934531","DS"
"FLEA 352709934710","DS"
"FLEA 352709934797","DS"
"FLEA 352709935028","DS"
"FLEA 352709935092","DS"
"FLEA 352709935236","DS"
"FLEA 352709941332","DS"
"FLEA 352709941959","DS"
"FLEA 352709941965","DS"
"FLEA 352709942093","DS"
"FLEA 352709945323","DS"
"FLEA 352709945390","DS"
"FLEA 352709945983","DS"
"FLEA 352709946672","DS"
"FLEA 352709946743","DS"
"FLEA 352709947116","DS"
"FLEA 352709947216","DS"
"FLEA 352709951522","DS"
"FLEA 352709951677","DS"
"FLEA 352709951725","DS"
"FLEA 352709951760","DS"
"FLEA 352709951782","DS"
"FLEA 352709951914","DS"
"FLEA 352709951920","DS"
"FLEA 352709960784","DS"
"FLEA 352709962716","DS"
"FLEA 352709964470","DS"
"FLEA 352709965959","DS"
"FLEA 352709966661","DS"
"FLEA 352709979013","DS"
"FLEA 352709982404","DS"
"FLEA 352709982545","DS"
"FLEA 352709982569","DS"
"FLEA 352709982589","DS"
"FLEA 352709982615","DS"
"FLEA 352709982781","DS"
"FLEA 352709982981","DS"
"FLEA 352709985367","DS"
"FLEA 352709985405","DS"
"FLEA 352709985818","DS"
"FLEA 352709985888","DS"
"FLEA 352710729614","DS"
"FLEA 352710729640","DS"
"FLEA 352710729794","DS"
"FLEA 352710729801","DS"
"FLEA 352710729839","DS"
"FLEA 352711558461","DS"
"FLEA 352711558512","DS"
"FLEA 352711558522","DS"
"FLEA 352711560754","DS"
"FLEA 352712472558","DS"
"FLEA 352712473673","DS"
"FLEA 352712474204","DS"
"FLEA 352713582898","DS"
"FLEA 352713582899","DS"
"FLEA 352713585131","DS"
"FLEA 352713585634","DS"
"FLEA 352713586146","DS"
"FLEA 352713586391","DS"
"FLEA 352713704412","DS"
"FLEA 352713704484","DS"
"FLEA 352713704935","DS"
"FLEA 352713705125","DS"
"FLEA 352713705386","DS"
"FLEA 352713705708","DS"
"FLEA 352713705790","DS"
"FLEA 352713705801","DS"
"FLEA 352713705893","DS"
"FLEA 352713706057","DS"
"FLEA 352713706436","DS"
"FLEA 352713706490","DS"
"FLEA 352713707027","DS"
"FLEA 352713720114","DS"
"FLEA 352714970822","DS"
"FLEA 352714971179","DS"
"FLEA 352715457402","DS"
"FLEA 352715457408","DS"
"FLEA 352715457415","DS"
"FLEA 352716175333","DS"
"FLEA 352716177659","DS"
"FLEA 352716319062","DS"
"FLEA 352717430066","DS"
"FLEA 352717430411","DS"
"FLEA 352717432805","DS"
"FLEA 352717435031","DS"
"FLEA 352717435081","DS"
"FLEA 352717435482","DS"
"FLEA 352717435488","DS"
"FLEA 352717435491","DS"
"FLEA 352718052043","DS"
"FLEA 352718052160","DS"
"FLEA 352718741398","DS"
"FLEA 352718741696","DS"
"FLEA 352718744280","DS"
"FLEA 352718744412","DS"
"FLEA 352718744624","DS"
"FLEA 352719743022","DS"
"FLEA 352719744506","DS"
"FLEA 352719745643","DS"
"FLEA 352719745657","DS"
"FLEA 352719745947","DS"
"FLEA 352719746083","DS"
"FLEA 352719746216","DS"
"FLEA 352720766841","DS"
"FLEA 352720767366","DS"
"FLEA 352720768613","DS"
"FLEA 352720902319","DS"
"FLEA 352721794788","DS"
"FLEA 352721794940","DS"
"FLEA 352721795457","DS"
"FLEA 352723964393","DS"
"FLEA 352723964450","DS"
"FLEA 352723964525","DS"
"FLEA 352723964531","DS"
"FLEA 352723966669","DS"
"FLEA 352723966779","DS"
"FLEA 352723966793","DS"
"FLEA 352723966828","DS"
"FLEA 352723966947","DS"
"FLEA 352723966951","DS"
"FLEA 352724094411","DS"
"FLEA 352725024605","DS"
"FLEA 352725029797","DS"
"FLEA 352725029847","DS"
"FLEA 352725030712","DS"
"FLEA 352726135185","DS"
"FLEA 352727070711","DS"
"FLEA 352728064162","DS"
"FLEA 352728249955","DS"
"FLEA 352729387376","DS"
"FLEA 352729387420","DS"
"FLEA 352729387430","DS"
"FLEA 352730430239","DS"
"FLEA 352730430418","DS"
"FLEA 352731549726","DS"
"FLEA 352732797320","DS"
"FLEA 352733241366","DS"
"FLEA 352733877547","DS"
"FLEA 352733878016","DS"
"FLEA 352733878319","DS"
"FLEA 352734276849","DS"
"FLEA 352734277293","DS"
"FLEA 352734279954","DS"
"FLEA 352734280236","DS"
"FLEA 352734964454","DS"
"FLEA 352734964519","DS"
"FLEA 352735835267","DS"
"FLEA 352736826801","DS"
"FLEA 352736826869","DS"
"FLEA 352736827079","DS"
"FLEA 352736827128","DS"
"FLEA 352737384949","DS"
"FLEA 352737384963","DS"
"FLEA 352738222165","DS"
"FLEA 352738222248","DS"
"FLEA 352738222347","DS"
"FLEA 352738223331","DS"
"FLEA 352739653694","DS"
"FLEA 352739653769","DS"
"FLEA 352740395054","DS"
"FLEA 352740397664","DS"
"FLEA 352740398596","DS"
"FLEA 352741041814","DS"
"FLEA 352741041821","DS"
"FLEA 352741331892","DS"
"FLEA 352741332198","DS"
"FLEA 352741332352","DS"
"FLEA 352741332815","DS"
"FLEA 352741332836","DS"
"FLEA 352741892675","DS"
"FLEA 352742561693","DS"
"FLEA 352742561896","DS"
"FLEA 352742561924","DS"
"FLEA 352743674283","DS"
"FLEA 352744174465","DS"
"FLEA 352745565262","DS"
"FLEA 352746424971","DS"
"FLEA 352746425090","DS"
"FLEA 352746425107","DS"
"FLEA 352746425109","DS"
"FLEA 352746425128","DS"
"FLEA 352746850036","DS"
"FLEA 352747388363","DS"
"FLEA 352748419368","DS"
"FLEA 352748917161","DS"
"FLEA 352749469791","DS"
"FLEA 352749469803","DS"
"FLEA 352749469804","DS"
"FLEA 352750268867","DS"
"FLEA 352750269119","DS"
"FLEA 352750269564","DS"
"FLEA 352751108128","DS"
"FLEA 352751108141","DS"
"FLEA 352751377693","DS"
"FLEA 352752853065","DS"
"FLEA 352753794219","DS"
"FLEA 352753794347","DS"
"FLEA 352753794389","DS"
"FLEA 352753794401","DS"
"FLEA 352753795118","DS"
"FLEA 352753795188","DS"
"FLEA 352755114971","DS"
"FLEA 352755115001","DS"
"FLEA 352755115045","DS"
"FLEA 352755115061","DS"
"FLEA 352756036120","DS"
"FLEA 352756036169","DS"
"FLEA 352756036186","DS"
"FLEA 352756036212","DS"
"FLEA 352756036225","DS"
"FLEA 352757009331","DS"
"FLEA 352757009371","DS"
"FLEA 352758532291","DS"
"FLEA 352759423724","DS"
"FLEA 352759423745","DS"
"FLEA 352759423753","DS"
"FLEA 352759423777","DS"
"FLEA 352760911104","DS"
"FLEA 352760911212","DS"
"FLEA 352761865091","DS"
"FLEA 352762695548","DS"
"FLEA 352763924014","DS"
"FLEA 352764258656","DS"
"FLEA 352765362116","DS"
"FLEA 352765362359","DS"
"FLEA 352766354536","DS"
"FLEA 352766354542","DS"
"FLEA 352766354598","DS"
"FLEA 352766354621","DS"
"FLEA 352766354936","DS"
"FLEA 352766355344","DS"
"FLEA 352766356266","DS"
"FLEA 352766356364","DS"
"FLEA 352767104222","DS"
"FLEA 352767104345","DS"
"FLEA 352767104416","DS"
"FLEA 352767105069","DS"
"FLEA 352767105182","DS"
"FLEA 352767105603","DS"
"FLEA 352767105772","DS"
"FLEA 352767105794","DS"
"FLEA 352767105879","DS"
"FLEA 352767105936","DS"
"FLEA 352767105950","DS"
"FLEA 352767105965","DS"
"FLEA 352767933879","DS"
"FLEA 352767933974","DS"
"FLEA 352767934198","DS"
"FLEA 352767934204","DS"
"FLEA 352767934219","DS"
"FLEA 352767935086","DS"
"FLEA 352767936031","DS"
"FLEA 352767936106","DS"
"FLEA 352768821149","DS"
"FLEA 352768821505","DS"
"FLEA 352768821611","DS"
"FLEA 352768821790","DS"
"FLEA 352768821871","DS"
"FLEA 352768822064","DS"
"FLEA 352768822121","DS"
"FLEA 352768823012","DS"
"FLEA 352769915945","DS"
"FLEA 352769916961","DS"
"FLEA 352769918864","DS"
"FLEA 352769918984","DS"
"FLEA 352769919194","DS"
"FLEA 352769919258","DS"
"FLEA 352770961105","DS"
"FLEA 352770961380","DS"
"FLEA 352771361040","DS"
"FLEA 352771361042","DS"
"FLEA 352771361065","DS"
"FLEA 352771821013","DS"
"FLEA 352772526963","DS"
"FLEA 352773027558","DS"
"FLEA 352773027630","DS"
"FLEA 352773027754","DS"
"FLEA 352773028636","DS"
"FLEA 352773028661","DS"
"FLEA 352773028664","DS"
"FLEA 352773028745","DS"
"FLEA 352773692348","DS"
"FLEA 352774151625","DS"
"FLEA 352774151703","DS"
"FLEA 352774151854","DS"
"FLEA 352774151879","DS"
"FLEA 352774151903","DS"
"FLEA 352774151910","DS"
"FLEA 352774153252","DS"
"FLEA 352774153413","DS"
"FLEA 352775105994","DS"
"FLEA 352775106128","DS"
"FLEA 352775106325","DS"
"FLEA 352775107585","DS"
"FLEA 352775107634","DS"
"FLEA 352775621440","DS"
"FLEA 352776224811","DS"
"FLEA 352776224913","DS"
"FLEA 352776225252","DS"
"FLEA 352776225314","DS"
"FLEA 352776225399","DS"
"FLEA 352776226890","DS"
"FLEA 352776226966","DS"
"FLEA 352777262755","DS"
"FLEA 352777263652","DS"
"FLEA 352777343779","DS"
"FLEA 352778212178","DS"
"FLEA 352778212288","DS"
"FLEA 352778213488","DS"
"FLEA 352779511686","DS"
"FLEA 352779512848","DS"
"FLEA 352779513141","DS"
"FLEA 352779513302","DS"
"FLEA 352779793007","DS"
"FLEA 352780569851","DS"
"FLEA 352781294483","DS"
"FLEA 352782029977","DS"
"FLEA 352782030001","DS"
"FLEA 352782462023","DS"
"FLEA 352782464656","DS"
"FLEA 352782464661","DS"
"FLEA 352782464798","DS"
"FLEA 352782464822","DS"
"FLEA 352782465000","DS"
"FLEA 352783718527","DS"
"FLEA 352783719588","DS"
"FLEA 352783719733","DS"
"FLEA 352784902737","DS"
"FLEA 352784904332","DS"
"FLEA 352785370364","DS"
"FLEA 352785942419","DS"
"FLEA 352785942455","DS"
"FLEA 352785942710","DS"
"FLEA 352785943864","DS"
"FLEA 352787697290","DS"
"FLEA 352788251072","DS"
"FLEA 352788251292","DS"
"FLEA 352788251319","DS"
"FLEA 352788252226","DS"
"FLEA 352789019537","DS"
"FLEA 352789019569","DS"
"FLEA 352789619614","DS"
"FLEA 352789619769","DS"
"FLEA 352789619915","DS"
"FLEA 352789620152","DS"
"FLEA 352789622193","DS"
"FLEA 352790783455","DS"
"FLEA 352790786038","DS"
"FLEA 352791837157","DS"
"FLEA 352791837208","DS"
"FLEA 352791837765","DS"
"FLEA 352791837788","DS"
"FLEA 352793065760","DS"
"FLEA 352793065770","DS"
"FLEA 352793065811","DS"
"FLEA 352793066276","DS"
"FLEA 352793066280","DS"
"FLEA 352793066288","DS"
"FLEA 352793066425","DS"
"FLEA 352793066429","DS"
"FLEA 352793214187","DS"
"FLEA 352793214383","DS"
"FLEA 352794040325","DS"
"FLEA 352794040336","DS"
"FLEA 352794041150","DS"
"FLEA 352794041321","DS"
"FLEA 352794364460","DS"
"FLEA 352794364678","DS"
"FLEA 352794364726","DS"
"FLEA 352795376128","DS"
"FLEA 352795376276","DS"
"FLEA 352795376433","DS"
"FLEA 352795484878","DS"
"FLEA 352795808934","DS"
"FLEA 352796378416","DS"
"FLEA 352796378494","DS"
"FLEA 352796378516","DS"
"FLEA 352797309377","DS"
"FLEA 352797309381","DS"
"FLEA 352797309413","DS"
"FLEA 352798375882","DS"
"FLEA 352798375970","DS"
"FLEA 352798375980","DS"
"FLEA 352799464888","DS"
"FLEA 352799464923","DS"
"FLEA 352800208735","DS"
"FLEA 352800684633","DS"
"FLEA 352800684716","DS"
"FLEA 352800684749","DS"
"FLEA 352800684763","DS"
"FLEA 352802075349","DS"
"FLEA 352802075543","DS"
"FLEA 352802075562","DS"
"FLEA 352802075583","DS"
"FLEA 352802080699","DS"
"FLEA 352802080707","DS"
"FLEA 352802080872","DS"
"FLEA 352802081538","DS"
"FLEA 352802082261","DS"
"FLEA 352802082648","DS"
"FLEA 352802083367","DS"
"FLEA 352802083937","DS"
"FLEA 352802364077","DS"
"FLEA 352803710660","DS"
"FLEA 352803710726","DS"
"FLEA 352803710731","DS"
"FLEA 352803710781","DS"
"FLEA 352803711336","DS"
"FLEA 352803714422","DS"
"FLEA 352803714727","DS"
"FLEA 352803714893","DS"
"FLEA 352803715286","DS"
"FLEA 352803715640","DS"
"FLEA 352803792798","DS"
"FLEA 352804935873","DS"
"FLEA 352804936069","DS"
"FLEA 352804936143","DS"
"FLEA 352804936687","DS"
"FLEA 352804940503","DS"
"FLEA 352804940686","DS"
"FLEA 352804940999","DS"
"FLEA 352804941249","DS"
"FLEA 352804941256","DS"
"FLEA 352806711019","DS"
"FLEA 352806711023","DS"
"FLEA 352806711053","DS"
"FLEA 352806711171","DS"
"FLEA 352806711638","DS"
"FLEA 352806711639","DS"
"FLEA 352806711793","DS"
"FLEA 352806716020","DS"
"FLEA 352806717121","DS"
"FLEA 352806717481","DS"
"FLEA 352806718257","DS"
"FLEA 352807256036","DS"
"FLEA 352807256047","DS"
"FLEA 352807905150","DS"
"FLEA 352807905164","DS"
"FLEA 352807905668","DS"
"FLEA 352807905891","DS"
"FLEA 352807906275","DS"
"FLEA 352807906470","DS"
"FLEA 352807906685","DS"
"FLEA 352807909329","DS"
"FLEA 352807909466","DS"
"FLEA 352809070386","DS"
"FLEA 352809070415","DS"
"FLEA 352810462672","DS"
"FLEA 352810463780","DS"
"FLEA 352810645636","DS"
"FLEA 352811467225","DS"
"FLEA 352811468443","DS"
"FLEA 352814086895","DS"
"FLEA 352814963942","DS"
"FLEA 352815388176","DS"
"FLEA 352816212323","DS"
"FLEA 352816212365","DS"
"FLEA 352816356163","DS"
"FLEA 352816667088","DS"
"FLEA 352816667691","DS"
"FLEA 352816667828","DS"
"FLEA 352817238736","DS"
"FLEA 352817359721","DS"
"FLEA 352817610696","DS"
"FLEA 352818522162","DS"
"FLEA 352818522172","DS"
"FLEA 352820562052","DS"
"FLEA 352820562054","DS"
"FLEA 352820562135","DS"
"FLEA 352821201503","DS"
"FLEA 352821201672","DS"
"FLEA 352822057466","DS"
"FLEA 352822854964","DS"
"FLEA 352822996431","DS"
"FLEA 352822996436","DS"
"FLEA 352823260862","DS"
"FLEA 352823261150","DS"
"FLEA 352823261209","DS"
"FLEA 352823261284","DS"
"FLEA 352823261355","DS"
"FLEA 352823261371","DS"
"FLEA 352823261420","DS"
"FLEA 352823261441","DS"
"FLEA 352823261498","DS"
"FLEA 352823759594","DS"
"FLEA 352823759691","DS"
"FLEA 352823759708","DS"
"FLEA 352823759763","DS"
"FLEA 352823874497","DS"
"FLEA 352824179230","DS"
"FLEA 352824179250","DS"
"FLEA 352824179335","DS"
"FLEA 352824179470","DS"
"FLEA 352824881527","DS"
"FLEA 352824881592","DS"
"FLEA 352825069574","DS"
"FLEA 352825146530","DS"
"FLEA 352825146645","DS"
"FLEA 352825616064","DS"
"FLEA 352825716523","DS"
"FLEA 352825943533","DS"
"FLEA 352826465070","DS"
"FLEA 352826465104","DS"
"FLEA 352826465147","DS"
"FLEA 352826935506","DS"
"FLEA 352828389156","DS"
"FLEA 352828636514","DS"
"FLEA 352828636577","DS"
"FLEA 352828636588","DS"
"FLEA 352828636599","DS"
"FLEA 352829487063","DS"
"FLEA 352830410896","DS"
"FLEA 352830410907","DS"
"FLEA 352831035754","DS"
"FLEA 352835062954","DS"
"FLEA 352842993033","DS"
"FLEA 352845548133","DS"
"FLEA 352846265074","DS"
"FLEA 352851817749","DS"
"FLEA 352855205925","DS"
"FLEA 352859955774","DS"
"FLEA 352860815669","DS"
"FLEA 352862415429","DS"
"FLEA 352866963632","DS"
"FLEA 352868292301","DS"
"FLEA 352868292375","DS"
"FLEA 352869665556","DS"
"FLEA 352870827597","DS"
"FLEA 352876460117","DS"
"FLEA 352876968378","DS"
"FLEA 352877815743","DS"
"FLEA 352877815756","DS"
"FLEA 352877874359","DS"
"FLEA 352878200377","DS"
"FLEA 352878200462","DS"
"FLEA 352879182995","DS"
"FLEA 352880928170","DS"
"FLEA 352888860376","DS"
"FLEA 352895774895","DS"
"FLEA 352906203989","DS"
"FLEA 352906204011","DS"
"FLEA 352909685345","DS"
"FLEA 352909685542","DS"
"FLEA 352912290539","DS"
"FLEA 352913233979","DS"
"FLEA 352914963148","DS"
"FLEA 352914963156","DS"
"FLEA 352916213750","DS"
"FLEA 352916213779","DS"
"FLEA 352917219548","DS"
"FLEA 352917219692","DS"
"FLEA 352918953131","DS"
"FLEA 352918953202","DS"
"FLEA 352920346144","DS"
"FLEA 352922711134","DS"
"FLEA 352929352543","DS"
"FLEA 352931412047","DS"
"FLEA 352932709851","DS"
"FLEA 352932731333","DS"
"FLEA 352933062828","DS"
"FLEA 352933063252","DS"
"FLEA 352933063259","DS"
"FLEA 352933063266","DS"
"FLEA 352933063280","DS"
"FLEA 352933063321","DS"
"FLEA 352933063339","DS"
"FLEA 352933063349","DS"
"FLEA 352933063358","DS"
"FLEA 352933063362","DS"
"FLEA 352933063370","DS"
"FLEA 352933063390","DS"
"FLEA 352942156651","DS"
"FLEA 352942156764","DS"
"FLEA 352942156802","DS"
"FLEA 352942165994","DS"
"FLEA 352942166344","DS"
"FLEA 352942167076","DS"
"FLEA 352942171328","DS"
"FLEA 352942172190","DS"
"FLEA 352942172325","DS"
"FLEA 352942181830","DS"
"FLEA 352942187474","DS"
"FLEA 352942193641","DS"
"FLEA 352942193834","DS"
"FLEA 352942193903","DS"
"FLEA 352942194006","DS"
